,track_id,track_title,cluster_id
1664,2108,Untitled 9,0
1679,2128,Corsair,13
1680,2129,Ode,11
1687,3259,The Wrestle,0
1694,3266,Land,15
1697,3269,Bullet Train,5
1699,3271,Beirut,4
1701,3273,Redbird,4
1705,3278,Calm Me Down,14
1708,3284,All My Friends,5
1710,3286,Death,1
1724,3322,Fired Up,10
1726,3324,Outro,1
1735,3353,Crystal Clear,0
1742,3360,A Little More Time,9
1747,3365,Blackwaterside,3
1770,3403,Higher,5
1772,3405,Less Is More,5
1773,3406,Media,5
1775,3408,Tell Me,14
1776,3409,I Don't Wanna Die,5
1777,3424,Interview,0
1778,3425,Nothing Really,1
1780,3427,Bittersweet,4
1784,3431,Throwaway,1
1785,3432,SOS,1
1789,3443,Dry Bones,0
1799,3453,Bamboo,2
1804,3458,Body Double,10
1807,3461,Let It Rock,0
1809,3463,Clear Blue Sky,1
1810,3464,She,1
1811,3465,Birmingham Jail,0
1815,3469,Zig Zag,0
1818,3472,People Talk,5
1819,3473,When Tomorrow Comes,0
1824,3478,Over Again,0
1848,3504,Black Baby,9
1850,3514,Prelude,0
1851,3515,The Ship,0
1865,3538,Say You Will,0
1874,3547,The City In The Sea,1
1876,3551,Part 1,5
1877,3552,Part 2,5
1878,3553,Part 3,0
1881,3557,My Name Is Robert,9
1904,3583,Sabotage,5
1905,3584,Spectacle,0
1918,3597,Gibraltar,1
1919,3598,Little Eyes,9
1923,3603,Houdini,10
1925,3605,Trouble,5
1936,3618,Happy Times,0
1938,3620,Shining,0
1939,3621,Repetition,0
1940,3622,High and Dry,0
1950,3634,Crybaby,10
1952,3636,National Jamthum,10
1957,3647,Cindy,9
1967,3657,Birdsong,0
1968,3658,Bastards,0
1975,3665,Cave In,5
1976,3666,Crosswords,5
1990,3685,Get It Straight,5
1995,3690,Tonight We Ride,0
2014,3710,Rise and Fall,4
2015,3711,Gone,4
2023,3719,When I Lay My Burden Down,1
2025,3721,Pow Wow,1
2026,3722,Swans,1
2042,3741,Wave Goodbye,0
2045,3744,Words,1
2052,3751,Lupus,5
2055,3754,Sonnet,10
2060,3760,Sweet Home Alabama,10
2068,3768,It's Alright,1
2069,3769,Space Forklift,1
2077,3777,Volant,10
2085,3785,Sugar Hill,0
2088,3788,The Butcher,1
2091,3791,Sacrifice,0
2092,3792,Sunday,9
2093,3793,Take It All,5
2094,3794,Fall From Grace,0
2098,3799,Charmed Life,2
2110,3811,My Baby,5
2115,3816,Bright Lights,5
2127,3829,Part 04,1
2139,3841,Unknown,15
2150,3852,Tick,1
2153,3855,High Society,9
2154,3856,Hope,0
2155,3857,Fear,5
2158,3861,Dinosaurs,9
2160,3863,Ja Ja Ja,9
2174,3880,Crawling,1
2178,3884,Rainbow,1
2184,3890,I Was Wrong,5
2196,3904,Sometimes,4
2207,3916,I'm A Cloud,15
2209,3918,Trees,4
2212,3921,Hiawatha's Lullaby,1
2225,3934,Black Balloon,10
2226,3935,Watch Yourself,9
2235,3944,Lie,0
2236,3945,Searchers,0
2238,3947,Up All Night,0
2245,3955,Black Tears,10
2254,3964,I Believe,1
2261,3971,Leaving Here,0
2262,3972,I Am With You,0
2263,3973,Big Bang,0
2264,3974,Mountain Mist,5
2265,3975,Crows,5
2266,3976,Enemy,0
2268,3978,Tongues,5
2270,3980,Predator,5
2271,3981,Sleepwalkers,10
2272,3982,The Guest,0
2282,4001,No Contest,5
2285,4004,Born To Lose,0
2302,4021,Lost Cause,5
2305,4024,Hypocrite,5
2308,4027,Tied Down,5
2309,4028,Evacuate,10
2310,4029,Your Mistake,10
2313,4032,Nothing,1
2316,4035,Solitary Confinement,14
2321,4040,The Lodger,0
2337,4072,Tatuaje,10
2350,4085,Down & Out,4
2355,4090,Husk,1
2358,4093,Amsterdam,0
2361,4096,La Fin Du Monde,1
2375,4110,Quasar,5
2377,4112,Can't Get Enough,10
2379,4114,Crystals,10
2386,4122,Holiday in Congo,9
2388,4124,I Know I See I Love I Go,1
2391,4127,Walk The Plank,0
2400,4151,Sans Souci,15
2407,4160,Black Metal,8
2417,4171,Shaka,9
2432,4186,Monster Truck,9
2444,4198,Latin,1
2445,4199,Stories,1
2452,4206,Tennessee,1
2456,4210,Pony,0
2462,4216,On and On,0
2466,4220,Reptile,1
2471,4225,Undertow,1
2474,4228,Fools Gold,1
2475,4229,All One,1
2490,4245,Out of This World,9
2493,4249,Sustain,5
2496,4252,Halloween,10
2498,4254,Drought,5
2522,4279,Cinnamon,4
2526,4284,Destroyed,0
2528,4296,Let Me Know,5
2530,4298,I Want You,14
2535,4303,No Reason,5
2539,4307,Never Again,5
2540,4308,The Ring,10
2541,4309,Useless,5
2542,4310,Yeah,10
2543,4311,Here We Are,5
2544,4312,Right Here,5
2545,4313,The Warning,10
2547,4316,Intro,0
2555,4344,Be Your Man,10
2557,4346,Give It Up,10
2558,4347,Peggy Sue,5
2559,4348,Girls,10
2562,4363,Summer Breeze,5
2564,4365,Hearts,5
2565,4366,Primitive,5
2566,4367,Two,5
2568,4369,I'm On,5
2575,4376,Detroit,9
2576,4377,Little Man,9
2586,4387,I Am One,5
2588,4389,Wake Up,9
2595,4397,Only One,5
2609,4411,Ink,2
2610,4412,Suddenly,14
2616,4418,Rise Up,2
2625,4427,Redemption Song,10
2629,4431,Alexander The Great,5
2631,4433,Mausoleum,5
2641,4443,Glaciers,0
2643,4445,Heart On Fire,1
2644,4446,Seasons,4
2648,4451,Finale,15
2662,4466,Sex,0
2665,4469,Strip Club,1
2682,4486,Swine,0
2683,4487,Cross My Heart,0
2688,4492,American Dream,0
2696,4500,Radiate,5
2699,4503,Don't Be Afraid,0
2700,4505,Metal,0
2713,4519,Golden,1
2723,4536,I Can't Tell In His Eyes,10
2724,4537,The Window,0
2725,4538,There Is No Light,10
2726,4539,Lost Love,15
2727,4540,Doubt/Hope,10
2730,4543,Violent,0
2748,4691,Desert Song,10
2750,4693,Seven Sisters,2
2752,4695,Intervention,4
2754,4697,Buzzards,14
2760,4703,Title,0
2770,4715,Harmony,5
2774,4719,Thank You,0
2776,4721,Little Shoes,0
2777,4722,The House,8
2784,4741,Get Along,0
2791,4748,Old,4
2793,4750,He Calls That Religion,1
2794,4751,Backwards,0
2798,4755,Pissing,1
2803,4760,Candy Girl,4
2804,4761,Murderer,4
2805,4762,Pretty People,1
2810,4767,Tonight,15
2812,4769,Walk Into The Sea,1
2813,4770,Breaker,10
2814,4771,Canada,1
2820,4777,Firecracker,5
2821,4778,Too Much Fun,5
2822,4779,Secret Admirer,5
2824,4781,No Big Deal,5
2827,4784,Rosemary's Baby,5
2831,4788,Fire To Burn,5
2844,4801,War,5
2845,4802,Shame,5
2846,4803,Old Glory,0
2847,4804,The Anvil Will Fall,0
2848,4827,Fractured Skies,14
2849,4828,Solemn Show World,5
2850,4829,The Gold We're Digging,5
2851,4830,New Crimes,5
2855,4834,Mount Misery,0
2856,4835,Steak,5
3006,4991,(Untitled),4
3007,4994,Mercy,7
3027,5018,Nina,0
3056,5049,Far From Home,15
3057,5050,Forever,1
3059,5052,Make It Last,0
3060,5053,On the Road,13
3067,5060,Estrella,11
3076,5082,Odessa,1
3078,5084,Dog,1
3079,5085,Last Day,1
3080,5087,Diorama,0
3085,5092,Swimming,0
3086,5095,Boston,9
3092,5102,Tomorrow Never Comes,5
3093,5103,Real Thing,5
3094,5104,Shake Some Action,5
3112,5155,Lysine,10
3113,5156,Circles,4
3114,5157,Copenhagen,4
3116,5159,Christiania,4
3124,5167,Kill The President,5
3126,5170,Labyrinth,1
3127,5171,Cover Up,1
3129,5176,Baby Don't Do It,0
3131,5178,Which Way Is Up?,0
3133,5180,It's Time,0
3136,5183,You Lose,0
3139,5187,Take A Look,5
3143,5191,Say What You Feel,0
3152,5201,Steal Away,4
3157,5222,By the Way,0
3162,5237,Out Of Order,9
3163,5238,Terminal Boredom,0
3164,5239,No No No,5
3165,5240,Nervous Habits,5
3167,5242,Prove It,10
3170,5245,Fall To Pieces,5
3172,5258,Young Hearts,5
3179,5270,Spiritual Healing,13
3180,5271,Are You?,0
3181,5272,Taste,0
3182,5273,She Walks,0
3186,5277,Home Again,0
3188,5279,No Ceiling,1
3191,5283,Walk On,10
3195,5287,Stranger,9
3213,5311,Tropical,2
3217,5318,Heaven On Earth,5
3235,5376,The Clouds,1
3240,5381,Hartford,4
3251,5405,Birmingham,0
3254,5408,Can't Say No,0
3255,5409,Relentless Machines,0
3266,5517,Philosophy Of The World,5
3272,5562,Why Am I Here,2
3276,5570,You And Me,9
3278,5572,Signal,0
3279,5573,Records,15
3284,5601,A Whiter Shade Of Pale,1
3287,5619,Greetings,5
3296,5866,If I Knew,5
3303,5873,Travel Agent,0
3306,5878,Cockroach,9
3311,5918,Cayenne,4
3313,5921,Bury You Alive,5
3314,5922,Final Solution,0
3317,5936,Traveling,4
3319,5940,When It Rains,11
3322,5965,Love Comes Close,0
3325,5986,Put Your Hands Together,5
3332,5993,I Don't Wanna Know,10
3333,6001,In Your Dreams,10
3335,6003,Cap'n Jack,4
3337,6173,Mariposa,1
3349,6274,New,10
3351,6276,New Guitar,10
3387,6393,Rumor,5
3391,6397,Backyard,0
3406,6439,Crossover,0
3407,6440,Rampage,0
3408,6442,Richter Scale,0
3409,6443,Music,0
3410,6448,Please Listen To My Demo,0
3425,6517,Stars,1
3426,6519,Somebody To Love,1
3427,6520,Hole In The Sky,1
3428,6522,I Can't Go For That,1
3432,6527,Memorial Day,5
3437,6533,Orange County,5
3439,6536,Encore,5
3440,6537,Spilled Milk,5
3443,6565,Dreamers,4
3455,6589,Part 6,1
3457,6592,Part 7,1
3465,6602,The Hit,0
3466,6603,The Woods,5
3468,6605,Bad Weather,5
3470,6607,The World,9
3479,6632,Pockets,10
3480,6633,Eyes,10
3488,6654,Jupiter,14
3490,6656,October,2
3496,6663,Something Good,2
3497,6664,Timeline,3
3509,6677,Index,10
3510,6678,Notes,8
3513,6681,Afterword,14
3514,6682,Works Cited,0
3516,6684,Preface,14
3517,6713,Acknowledgements,4
3521,6718,Monuments,0
3529,6728,Love Train,8
3534,6733,Branches,11
3560,6775,Karaoke,1
3581,6796,Production,5
3583,6798,Coils,5
3599,6832,Istanbul,1
3616,6858,Satisfied,4
3618,6860,Decade,4
3622,6864,Homeless,15
3623,6865,Song For Mary,10
3660,7047,Swords,2
3666,7063,Here Comes Trouble,5
3667,7064,Rats,5
3668,7065,Head Over Heels,5
3674,7071,Noise,0
3675,7073,Fun City,0
3685,7118,Dance,0
3705,7181,I Was Only Kidding,11
3708,7193,Love,10
3712,7197,Paranoia,0
3713,7198,Intermission,0
3714,7199,Around the World,0
3717,7202,Impossible,5
3723,7208,Set Me Free,0
3726,7211,Ride,14
3729,7259,Body Language,10
3730,7260,Flash,10
3736,7328,Pay Attention,1
3748,7341,Delta,1
3753,7347,Make Yourself At Home,1
3776,7394,Oh My,6
3777,7395,Listen To The Music,6
3780,7398,Self Love,1
3785,7404,Thirsty,6
3788,7407,Peoples,6
3797,7430,Imagine,1
3810,7452,Here It Comes,1
3811,7453,Yeah Yeah,0
3812,7454,Banter,9
3815,7457,Hide and Seek,0
3819,7461,Swallowtail,0
3835,7477,Could Be Worse,0
3836,7478,Gettin Up,0
3849,7492,In the Dark,9
3855,7498,Flying,0
3863,7527,With You,10
3864,7528,Game,7
3877,7549,Second Movement,0
3891,7659,Introduction,9
3896,7664,Do You Love Me,5
3906,7674,End,0
3909,7711,The Way,4
3912,7714,Casanova,0
3934,7779,Dust,6
3943,7803,Part Two,1
3952,7838,Wax Museum,0
3956,7842,Vegetable,0
3958,7844,Sore Eyes,5
3967,7853,Rodeo,0
3970,7866,Dedicated,9
3972,7868,Drive Me Crazy,0
3973,7869,Chocolate,0
3974,7870,Count Me Out,0
3975,7871,Sick,0
3976,7872,Saved,0
3978,7874,Hustler,0
3980,7876,Black Betty,1
3982,7892,Stay,0
3983,7893,Jackie Wood,0
3984,7894,Talk,5
3986,7896,Atlantis,5
3988,7898,Cougars,0
3989,7899,Dave,0
3990,7900,Anything,5
3991,7901,Hole,0
3996,7932,Graduation Day,1
4003,7939,Beautiful Day,11
4012,7957,Everybody Lies,0
4017,7968,Lotus,4
4018,7969,Amazing,11
4021,7972,Like A Virgin,4
4024,7995,Cage Those Pythons,9
4029,8018,Take It Slow,5
4034,8023,In the End,5
4036,8025,Break the Ice,5
4040,8056,Get It While You Can,5
4041,8057,Sun Is Shining,5
4042,8058,By My Side,5
4044,8061,Ode To A Black Man,10
4062,8142,Hand of God,0
4109,8210,Psychopath,8
4114,8215,Warrior,3
4115,8216,The Goodbye Song,8
4121,8261,Black Diamond,0
4168,8345,Walter,1
4171,8348,The Last Day,15
4192,8370,Track 15,9
4207,8392,Track 7,9
4208,8393,Track 8,1
4209,8394,Track 9,4
4236,8450,Bell,5
4237,8451,Skull,10
4240,8454,Fun,5
4241,8455,Lights Out,5
4242,8489,When I'm Gone,5
4243,8490,Blackout,5
4244,8491,Black Girl,5
4245,8492,If I Fell,5
4246,8493,Thin Air,5
4247,8494,Bright Side,5
4250,8497,Hollywood,5
4269,8547,So Simple,7
4281,8559,Visitor,7
4294,8575,Love Me Anyway,0
4306,8628,Zodiac,7
4307,8629,Marionette,7
4310,8632,Drunk,7
4312,8634,Igloo,7
4313,8635,Alcohol,7
4314,8636,Nightingale,7
4328,8650,Honey Pie,5
4331,8653,Stargazing,10
4332,8654,Rock Lobster,2
4337,8659,Bumble Bee,5
4338,8660,Candle,10
4345,8667,Indonesia,5
4394,8843,Jungle Jim,10
4412,8861,Father and Son,1
4413,8862,So Long,0
4441,8925,Ground Zero,6
4445,8929,Rise Above,1
4448,8932,The Moan,1
4458,8942,Jump Up,4
4459,8943,Art,4
4463,8947,Come On Over,6
4471,8956,Fire!,6
4480,8973,I Had A Dream,4
4481,8974,True Love Will Find You In The End,4
4485,8983,Friendly Fire,1
4490,8988,How Many Times?,1
4491,8989,Golden Seal,1
4649,9152,1991,13
4692,9214,Unicorns,5
4693,9215,Maya,14
4711,9244,Song,10
4712,9245,Too Soon,1
4722,9255,Baby Please,1
4727,9260,White Flag Blues,0
4735,9268,Ladybugs,2
4788,9321,One,1
4792,9325,Four,4
4794,9327,Three,0
4803,9336,Dearth,10
4804,9337,Alabaster,10
4806,9339,Coastline,9
4821,9356,Pangaea,4
4836,9372,Susan,5
4856,9392,Heart Failure,4
4857,9393,Nuclear Winter,8
4872,9408,Image,4
4875,9411,Acceptance,4
4876,9412,Home,4
4890,9426,Piggly Wiggly,10
4940,9480,1999,13
4955,9510,Mary Mack,13
4958,9513,Cold Water,0
4959,9514,If I Had A Hammer,0
4961,9516,Norwegian Wood,0
4962,9517,Dandy,0
4963,9518,Henry The 8th,0
4968,9524,Spring,5
4974,9534,Eternity,0
4991,9551,Torque,13
4996,9556,Static,9
4997,9557,Moan,0
5000,9560,Fortune,15
5023,9654,My Friends,0
5028,9659,Modern Man,5
5033,9664,Contagious,2
5034,9665,A Window,4
5065,9701,The Show Is Over,1
5070,9707,Mike,15
5079,9734,Warm Up,0
5080,9735,Airplanes,5
5083,9738,The Crawl,5
5087,9742,Metro,5
5097,9753,Just Like That,8
5100,9773,Feedback,1
5101,9778,Broken English,10
5104,9789,Science Fiction,10
5115,9807,Gone To Hell,1
5121,9814,Opening,15
5122,9815,Break,9
5127,9821,Small Song,4
5131,9828,Magic City,0
5132,9829,Sleeper Cell,15
5154,9887,All I Ever Wanted,1
5157,9890,Amelia,0
5169,9909,Reconstruction,1
5176,9919,Rabbit,8
5177,9921,Yummy,8
5178,9922,Stupid,13
5179,9924,Je Suis,9
5180,9925,You Changed My Life,1
5183,9928,Turn Around,15
5185,9930,Get On Your Knees,10
5186,9931,Please Please Please,15
5189,9934,Gravity,15
5191,9936,Monster,15
5204,9956,Memory Man,2
5206,9959,Monotone,15
5210,9963,Double Vision,10
5229,9985,Bug,5
5234,9990,Dog Days,10
5235,9991,Bone China,10
5239,9995,El Dorado,10
5241,9997,Diving,2
5244,10000,Vena Cava,10
5246,10002,Animal,10
5253,10009,Machine Gun,10
5260,10016,I Am A Man,1
5262,10018,Animals,2
5265,10021,Evidence,10
5291,10048,Roses,10
5292,10049,Kicks,2
5293,10050,Diamond,9
5302,10059,The Good Life,9
5308,10080,Track One,8
5367,10149,Visit Colonel,5
5371,10155,Grease,0
5372,10157,Poison Finger,5
5373,10160,It Killed Mom,0
5375,10165,Ghost In The Trees,5
5380,10180,Grease 2,0
5425,10234,Headache,14
5427,10236,Kurosawa,15
5432,10241,Habitat,10
5442,10251,Megalomania,1
5480,10346,Everybody Wants Some,0
5497,10377,Abandoned,4
5511,10404,Fandango,5
5514,10407,I'll Be There,2
5518,10411,Crazy,1
5519,10412,Gloomy Sunday,13
5522,10415,Prisoner,11
5532,10429,Libertad,1
5559,10458,Highway,11
5562,10461,Johnny,13
5565,10473,This Is My Time,6
5567,10475,Land Ho!,4
5586,10497,Made Of Stone,1
5628,10541,.,8
5671,10589,The Ghetto,1
5676,10594,Guilty,1
5680,10598,Mirage,6
5682,10600,Last Sunday,1
5684,10602,Rumble With The Gang Debs,1
5685,10603,Our Days In Kansas,1
5687,10605,Josie,1
5694,10616,You Make Me Die,1
5696,10618,I Remember,6
5705,10627,Future,10
5717,10643,Tonka,11
5733,10671,Discipline,8
5735,10673,Head Down,0
5736,10674,Lights in the Sky,4
5739,10677,Demon Seed,2
5791,10733,Dying Day,1
5797,10739,Rose,0
5828,10797,Please Don't Die,13
5833,10802,Eye In The Sky,1
5835,10804,Hope For The Future,5
5849,10824,Roller Coaster,5
5851,10826,Prize Fighter,0
5853,10828,Fire Engine,5
5854,10829,Night Brigade,5
5863,10845,Fall Guy,5
5868,10880,Timing,5
5871,10883,Don't Follow Me,0
5872,10884,Y.O.Y.,5
5877,10930,Between The Lines,7
5879,10932,Smile,7
5880,10933,Phoenix,7
5881,10934,Just One Thing,7
5882,10935,Side By Side,7
5889,10942,Hush,15
5921,10991,1985,0
5943,11033,Truth,7
5944,11034,Always The Same,7
5946,11036,Don't Believe,13
5957,11051,Beacon,1
5966,11077,Rainy Day,5
5969,11081,No End In Sight,5
5972,11084,Young And Old,0
5974,11086,Baiting the Public,5
5975,11087,Crucified,0
5976,11088,Inertia,10
5977,11089,Surrender,0
5980,11092,Slipping Away,14
5982,11094,Paralyzer,5
5983,11095,What A Waste,5
5985,11097,Confirmation,0
5986,11098,Runaways,5
5988,11100,No Control,14
5999,11111,The News,4
6009,11122,Bubbles,2
6011,11124,In Love,10
6012,11125,Breath,15
6014,11127,Anger,10
6017,11130,Prayer,0
6018,11131,Out Of Tune,0
6019,11132,False Alarm,10
6021,11134,Happiness,10
6036,11165,i,13
6042,11181,1,4
6043,11182,2,9
6045,11184,4,9
6046,11185,5,4
6055,11206,Elles,2
6083,11257,Signs,1
6086,11261,India,1
6089,11264,My Fair Lady,10
6093,11268,Fake French,10
6113,11304,Tomorrow,9
6114,11305,Barbara Allen,7
6115,11306,Inspiration,14
6136,11333,Instrumental,9
6156,11357,Announcement,2
6164,11367,Mistake,9
6189,11413,Werewolf,1
6209,11437,Toast,9
6218,11446,Life Boat,10
6233,11471,Diamonds,11
6235,11477,Kisses,13
6251,11493,Banks Of The Ohio,10
6253,11495,Love Canal,2
6258,11500,Customer Service,10
6269,11511,Black Like Me,6
6290,11532,Something's Changed,1
6291,11533,You're Mine,1
6298,11540,[Hidden Track],4
6300,11542,Disturbance,1
6302,11544,Radiation,0
6303,11545,The Dark,1
6306,11548,Reborn,9
6315,11559,Live For Today,2
6317,11561,Sunny Day,0
6348,11592,Tradition,5
6350,11594,Free Will,0
6353,11597,Silence,4
6372,11623,Duck,1
6375,11626,Small,4
6378,11629,Daisy Cutter,1
6382,11633,Ice Age,10
6384,11635,Strangler,5
6386,11637,Listen To Me,0
6389,11640,Run Away,0
6391,11642,Secrets,10
6406,11661,Antibodies,10
6409,11664,Alienated,5
6417,11673,El Arco Iris,0
6419,11675,La Sombra,0
6423,11679,Ruleta Rusa,8
6430,11686,Go Down,1
6431,11687,Louisiana,1
6433,11689,Come Back To Me,8
6448,11713,Spirits,1
6460,11726,Sand,4
6462,11728,Frost,4
6502,11782,Acapella,7
6533,11813,Hey Young World,10
6539,11819,Just Fine,2
6541,11821,Do What It Do,13
6542,11822,Press Play,9
6543,11823,Release,9
6544,11824,Let's Do It,10
6580,11871,It's True,0
6581,11872,Pedestal,9
6585,11876,Damn,10
6588,11879,All For Nothing,15
6592,11883,Something New,7
6601,11892,Yo,2
6607,11898,What Ya Want,9
6621,11934,Do It Right,2
6624,11937,Wir können auch anders,8
6628,11941,White Flag,10
6631,11945,Anchors Aweigh,9
6632,11946,The Star Spangled Banner,0
6633,11947,Yankee Doodle,9
6636,11950,Swanee River,15
6645,11977,Pulse,5
6647,11979,Black Gloves,4
6650,11982,Countach,9
6675,12009,Conclusion,15
6680,12017,Trace,4
6682,12019,Riots,13
6705,12043,Different,10
6707,12046,Well Water,6
6715,12054,Over,10
6717,12056,Clear,9
