,user_id
11218,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f
11412,e61ced632f8c40ec1842d0833e8ac0ffb9a9e934
11423,e11a55c8eecae195a596ca208ce69d2eb550689f
11444,b3de3bf6a0d2e5953d3095a58ee99fd362b97e8f
11454,7ee2550ad5867a0793a624eb1b3284e49639c45f
11467,0e695c8614e9d76a157f39d4b30e7b076d3f3147
11489,f0117aaaa329925350271431c324f4cf0468bb0c
11519,c01f9838d66929bd2494eb8e627054024a13d5c4
11566,f17b1b6f0e2dd48d2d0ffde4db7c5b385b8ec253
11614,b96f2a9cbd9d86b4f9f15978dd3abbdfafe26502
11620,7dd192c8bd4f27f573cb15e8656442aadd7a9c01
11679,116a4c95d63623a967edf2f3456c90ebbf964e6f
11727,d9f2ea75b38f548535caee41d2c0b0e3f9859b1b
11745,c6c57f27fed3cf897daa4f830a0e2a17e65ba77d
11851,52df18b9b1235ac56507cb4119fc5b3f6f010dcd
11963,c379210476d2044769c5f421e392c690f5229757
11980,8fce200f3912e9608e3b1463cdb9c3529aab5c08
12066,cc55e399781439435a046bcb1a4c78dc2c7ec0f3
12094,6b7a5895d266599bc414b9eb8fbad59c95b9a99d
12132,e3937c7c32f5b68422808a854a4a7a824ee448a5
12322,b11e6a84c54160e61efdb9cb5a572b419aa33ae9
12341,d463373940530414e6f3dbfa95f694fd8dd2d2f7
12362,99c8f28e3349b5e1e719995a008912b108126f3c
12371,4bd925e2dc2205d8b885bca02a88852fd9c49af5
12386,5086e11a2b5495ba0737636a8f0732e845103770
12401,ebb3d26d2662c42f6304f883c150ebdb2fb05042
12411,0a00498b9d607844a8826184ae7278097d1c008a
12443,bcb944b714cd54d7e263b21c49074d6a147479a1
12465,9c2032efba612bccec98435a3928b67d69350bed
12487,4208d4ac45e7caab7167a4ea6d34e759a6b9a1fc
12537,ea64e003562d2f0f39e5a7dd84af5b1969e0fea3
12566,5ab56ead71b71022f7043fef70a178b7035629b6
12579,3851d01aa9d1b2505fa361b63940e8cdc9a3e754
12636,529b42cdbc379ad2e765aec6d3bad8a192038741
12756,d5618c6813c7a067646edcf9c7243ccb95919460
12812,dd88ea94f605a63d9fc37a214127e3f00e85e42d
12843,a699816c7f4f8855808eee732a5cbd1620091998
12920,610eaa449a4793ea791ff12252845f6002794c2a
12989,0c306ce1440dec3b5b07b425880e43b4fb66fe93
13004,66a0167a7c636b06efc39953aca127667beea260
13038,53659e6ae51d163d5de5709c53707df87a669cfb
13073,7c593e9db9a77a2dc8d3d975bb837422d1b0242a
13110,1a640060dad45f7cb120578b24533f36907ad1b2
13122,50c39de4224902396941f7515c8414d4e3c48449
13139,28b232e7ecb32c47c05b795a017786d4be96ef7e
13223,fa1e129119f9a5ca7b34d3566e6a8e7a0e0358bd
13251,cf0f642e9e796ba3c47118687782426c5427efb5
13274,e188e309e19e0847a05156d6efecc04e4bff4fc7
13362,94d5bdc37683950e90c56c9b32721edb5d347600
13548,7602b1490de8e5ce87ac674643a99d8a569d79f0
13564,6e431141b00c8b8708bda73d658b7ef6ef156e5e
13590,68f0359a2f1cedb0d15c98d88017281db79f9bc6
13613,4273611413c7199a53ee116edc8d7b0ba56482d5
13643,497f5a58ffeaa953d619e95ca5b8736e74b99127
13662,ec25e3d78ea8374869a772dc58bb903528a3c9cc
13808,53ba380d234fd6022818340983570354ee207f6b
13850,5aa89364746d7f350d35a403da8f397bd9d32b41
13973,dc777dbe9ced6ddb5b813e7e0bbb718171b87870
14023,e2f4d01b8fc576adb490d07cde3573ff598a2fb5
14033,8d11c46a7c926f38b505eec8e6c4ebdafd255398
14072,1645b689f873529ab85e3b72742be44813e82bd3
14093,3fc803c12264ab6599ee9e379c565be2bb3b0903
14116,f10e613636ee8e1f4d3a7f2b21ca9cd36d2e9d8d
14194,390c2e81bc9cf885608a0891c0a7eb13f1fd3336
14299,e427f647c231c1bde8881eca5b2f5db9b3bcb2b4
14315,fca15b7964a099b2860dfdb158a2430fb10c4384
14345,1764b2ebb09e2a40e11ed82f9c37a53a706cc4e1
14368,e4b02864403d483586cd9c8ed6b9bfae56fe8bc1
14380,0560337e6a33be7149c9568b5fde5788294fe101
14437,95b2ebf54cd69d732fa433ee8994be5818793efb
14584,f00f83927e9e39cf1c1e318d5391a697523eef22
14625,6251be155cbf0728f2528bb02951e0bc6c11acb2
14639,9c4e14bbd043846b632d3737f08104dcaeb88142
14725,dde4fa01de271d51a4a5617ae79820cee7d26d96
14850,38db697de143ca55dcf259f99275624710e233c1
14859,4bc4ae71635b18628f4b0fde4ecb0a40d6d68bf5
14924,42c9fba813dd9ca8ca3673277a0f923b6845a7a6
15013,74e7ad480aa891a95f9b7792d6714cf1d882b86b
15026,4c96b97b22e0b53c270adc6165eaf64a2a48588b
15060,5a60fbe99993a5d49fe89dfcd36a39b7180316cc
15076,2d4df82baf7a0c2f39706a40c25f96fa0c61ef19
15084,6ebd0e701753b9573d479bd53811a8788dba09d9
15113,5b5bc0557423c6a58af47254385f75746fc5df90
15156,97cd6b9403a63af8b37839f959e1758a3923539f
15219,ea3b77e3f9b5688dc3998b2e706ea2c0ca48b8eb
15229,781d38e5e6029826707b207d7c2ef5c120fa36ed
15255,645a5b400d31ce69611137da3ebd35d11d4dda4a
15282,4f18554aeb06f8d8612037549100d6d8d4afd021
15322,14903f6491e335f4c5f9c42573d700e7ade59c5e
15327,fe76c9d535c5834e4a9b91c13e29be6460cb79c4
15534,135ae184f8552252dcdec7f82ff6f647fa76e9ec
15562,66da9a2bd5b588e150e08ff9510b59fe30a4abcd
15593,39eb6b6dc155f96203daa8bc9cd7ea55dc25a7fd
15648,51182330ee3e55d808df31a951032692c5cefe8a
15675,25c6bc04a88cda0dfcbb71d8f9d1f30b8fd641c8
15699,dd67a78d5f9d8140a0d83849441ca1807f7ea790
15760,2151970107e08d58919003899f952b64af0ee0ec
15774,8c0a675214831879573af98d632bf2684273e0d9
15849,e6fbcdd689ac0e85992536933f1f86503310447f
15946,54f71502eca501e23380cbb9934f451694f1e20e
15967,6f8453b0d9d2199f98c1992995a8445ad6837fd8
15981,ea824b9b2e5c9fd5916b1936f57ecb15899c9281
16004,f6f0022738877d8b6627093f094b71fac8dae523
16014,f694565a4451ed33e6741ede8cd3a7eaad66bb84
16059,6b72bb3671b838d92413635008e5d41bdb454e2f
16074,295773c4193b190d3527c6fcc228e879809fee1a
16093,fd585aef5c32d3943bd6e7f9f39aa216ba659fd0
16129,2c218a60b3d777e9e12d56c2e065a9644b5e5f41
16148,c24ec42f0e449ff39a95a01f0795f833b898f71b
16365,e507a8acd03bbd1f6c2088bd70a0ab2ffb277cd7
16384,370190e231e1d4a9353d50038f59a0a33f7168f0
16397,a56bf59af6edc5ae6c92d61ddd214989332864e8
16419,ae99321be6e9a79bb9c2dd4b2aa8b49fdb9efdf8
16435,319e7ef4be6f8fcdb21b40a4f4b22679d4c59e33
16455,672a1973a091e8ed8f4d46e3a740621f5fa4176c
16472,fbc8b4327aa8ae38d17b567f486468ca10cacde3
16484,0dd93f61fe69f292ac336715ef607214efb3dbaa
16542,779b5908593756abb6ff7586177c966022668b06
16573,e06fdac28cdd1d69d89de27868d5f02f71c2ee44
16604,84bd2acb2984b6f1cbc45866b89e692cbc53fc44
16615,3fd3acaa8dfeb94b0602a33085b44ebe80545dd2
16699,cb8ed62245335312d58c97c1d5c68b4cac682afd
16768,e9fd0bd8d99e77d97e8666cc6d065c1954040ddf
16786,249e86c60ec6fce5c8588d51fd94e85dd47ecff7
16795,6beb4699102775dab57aa406c5ea1217c4ff4869
16918,33807e46640c7be38f02b6a61d7f1a4f31446b52
16933,38f8b6f0abab153083b15a0512b18f617df571bf
16949,a84d63685ee588d45679887fba2c5ad29a9c17e4
16981,1b96dd04ce96aa7995e0f817e762ca44a24aab24
17053,22d652f8891ba2186a4ce3ee8de7c192148108ef
17174,1a39cf33853fd23d2242cf7b13cc8eb445befdd7
17213,1012ecfd277b96487ed8357d02fa8326b13696a5
17254,8fa25e588aeedaa539674babb75729ac9f31f15e
17283,4ccd8c954827238fb97bcedf005ef6b3602370dd
17306,9d84d1bcfde6464c02561fbb5dcb294678778b25
17320,97e48f0f188e04dcdb0f8e20a29dacb881d80c9e
17519,57e32b0cf88d1e3344dab420971ba46d08dd34bd
17629,8bde0ae3eda6b6f26c8a91eb5750d416acb3d508
17745,9012fdca7eee0b946329367498a578adb5271ed8
17848,3e85485842091c62ad86fa31f1e35799df1cf0c4
17867,5e2ba12ad8f80f03471efdab6ac7d4b1734773ae
17881,c5c7548cba9970b695f1ade5164c11a0101eb00e
17904,4600442e761b6f636a08134b10b9b6c38cef6ba4
17933,332de6dcfc5b597500a661ab51a84653705b492b
17974,b12c786deef0e618b5f277bc337f67128f425efe
18253,4b65fe3f5e0caff1cd870637d0f05be160a721c4
18286,a8268c552c1122626ba8ab4d7cf2f799de7931b2
18335,b4e93ce145d511946e444cbd22c090b78735c99f
18370,c5d42aa00afa6889de703c49f40ecb26b1c401c4
18482,c18b096e15ca0adf42c11763c9535973cc4b507b
18498,4e7c9c148ab29ae7fa5cd31eb4302762f18399cd
18554,1df33b965ac9afb508f1d36be3df999c2f0e5138
18595,ba8d1693c3c2153d4eb7952c786c575c1c68cc55
18612,bf03bbb01a7803ed1a5fec51bfe9423a79737d1a
18631,08c129083a44492415e40b70d8f90755e15f4a91
18657,15cc706a7f24975ca831aaaf297bf0392746b3fe
18663,0c876b6745da5d31bc51c7e86939aa9416556ee3
18675,c70c756bbb70357332f7d66ec9f90d2c50859129
18690,d3284cec0f3d1f36f44e73c0e834d657ca39b61a
18805,08d31ac4452516e702815fef13b2059aa8210034
18849,bad24a7b2a002cda673d5fb565720174d224a94c
18858,7ef2a3b074b34984f3f677bddde0f1813486cc10
18915,c231bc806c239b1322421e66fc001822a9b2c2f0
18936,2b79b0776bb0a23e1685e18be12bb54a47cdf6cd
18979,cb35a1b6ae2508fe236d3dd056707bf112930999
18990,0d176eb95537800a1e67ed5fe82eab3d2caafca9
19025,98f6ec3ec16c5bcb3f37a6dc01ebb1110fb42f97
19253,ea9e916140454964041979c77e40b9c24ad189d2
19269,c9238dfb9fb25e453c3b9166fdf85cb8d5cd7ff5
19294,4d03c8ece064a369c8555af777b1524c458825a9
19305,c78aa603dd64a81573f6050edf759bbc43bf7776
19346,ec0bb33707cdc61a6999b41585a0e1f39d0ae6d3
19554,5754f85d21738eef9974685227d6243e3ed617fe
19598,d410ef7af76c35f1e84746d8c4467293ecda3cc4
19658,40e1c7170f652bc5b29dac49137bc7dab7396758
19711,cc0ffb56aff5365d7f10d05174324a061c07f2e2
19736,1b724b66314d54ad60efae79a106482072108afc
19788,446a9fcf3dfd3397b1d3e2d9fe8940fd7dd3da8c
19807,38d0e8b1fb8fd58a92a0eae6480a00a02d51eb65
19843,3f9a8180776f260cd5bd933e6c49085c687856a2
19910,f927dddfe26b0c74ada3eaadca41bfb462c37ee4
20166,4ad8037982f52ce3e38d7ae7f6897401630141ad
20225,0e68e0821495382c78fbb91758c250c8edf0cfbb
20383,36ee240f72368a68fe8bbe74c72330f4550032c7
20454,788b4a6742e3591ee18533ff2193f7b3351e991e
20504,de4b6bc067e53e24a479ce0672a11af971c31c08
20603,8c988121b42b7ea022387235373d874902025020
20633,e8612acfb1572297ea0eaaa1f27927d55fdcec65
20702,c3953e49b785c940f53a556abd9ca681c5ef48c5
20741,28d146f636c529e2becb72c6565be603b1fec869
20748,924aee632d58b1dd81c94cf71624dbaad40a2dac
20786,36885419d8380902f7f3cc3821d8ed282e6e1600
20801,25c685bf46dc020a5a18219a76b911e27b02dc0c
20817,f0c186575b271f43a16ff2325657b4377c72559d
20859,fb6548e795d1c866f3079619da22fbcf1360e5a4
20873,76bcebcaf7b1f20c857bb8a23d0030b086cf292f
20901,46ef20eaea929eb08509e92cea6b97edbb0bcea6
20941,0039bd8483d578997718cdc0bf6c7c88b679f488
21006,abb000feb50180aa9db8438a80c0359823eb9366
21019,2c4c75973ea3c0f2f2443ad03f0b89b3af922274
21058,68238e23f78df5e5e891c89f1ea1cfc9c85d9fe5
21128,77448d704c1b9acc37037d400302ce7f8a9496c7
21323,03ccd6969d796607ca4e04cb120e56fceb823445
21394,fd13b9d49c54e00ff413fe3c095ba581c7fc611e
21517,d9b64b85589775e7aa0ac5fbb7fbf255f8792b4b
21616,72faccda324c80af5a943b617e5558088d5e9156
21640,fb2f2c0e39e233622c300c232a6287738007e34a
21678,905e0bb88e1f84e1e59a597218ab626ceb9c9f3e
21781,b7e8058333e5cd56fce818c6701e354ca9350321
21792,b6c8205aeab398dbef83373e393cefa2ed61e33c
21810,3600b1c31c4b777027ce8e2661936896e9a8fde3
21844,a0c568ae4db80d68428a3d6c4a3aa6157d611c02
21860,71c5f51e225ceaca4fa1823f0cce080624bea9e3
21875,a36834ff1c3910e685a9787e4d16aade6f4d3294
21973,b46ca26d4ccf3a893299fad2b198af9374276d9a
21995,41c5b7e99173ee92361de263dfc0c5481e902c16
22003,826cb37d1226f97ccb3ba7c21a98c56fda02c120
22066,6b015fe063d77e86c3b995fe1c18a2fdce9b8946
22134,9b633384fe2be667725bedc568d50a96532deca1
22226,4f06eea7b692965d3a571090c7c0b05a851881c8
22252,0e2a5a5a473805d1a65ef7b9dc167942de56abab
22290,681f1c40ec8538eb4d5d3c95b4aff1697bf6cda5
22322,dbfba347d43a6eb2ee3452ffaeec44b5bdb9f799
22339,cfe2597d65893dd89ca0d8395d11ef5a2cc4bd80
22371,51021104f92c3d127b18a720bef86a0c2cb9571a
22375,debd7b5a906c947738a5b9f0c899709817643301
22410,8c25b634cf381c1d47f9301c7222a371ca0f4ef1
22550,1bdf12b7ed9b9dbe2822970c7ed0bc669e558c3f
22598,38101377960ae50c563e4c7e9e719dd2d4b4991e
22646,7d9d39d646e13c04e6bc8a89d0d05429d9b3fdf9
22667,98403bb989442671e14054a9a4638338dcb67576
22721,36c2856d06977ca806b5778b063e7b3ca829b07a
22763,355429a240c40b288d8b9c48e2849c5f67303dab
22779,51bb4e13b0d2410da3d779af90092eee9b159e4a
22821,087b949b3fde63ddab83d61d4ba82a6f162bd50c
22881,c54663dd2b08fe7517f634545093581b8175a924
22918,edc4e3b50cb4f23282a157edc7ca7cf09afcc093
23126,729162979d4c66c8d9b93652b30b8d9414ca06a7
23163,530d2b9883106d185d2ce0e2069b89a90a63c55f
23293,38b3d1771dfbd0d8e2391ad3749f0bd93643210b
23410,7321eacd7dacb47f92f8a364b50df9946cd6e230
23517,626209e32b0d7a616536e8063b6a23c9a106349e
23521,9b392166d01817895c03dc190f4eff58153a25e3
23567,5da1733165ec293a994dcaf2246565443f714039
23577,8ce5dde3941dfc039a6384de713cc287f645412a
23674,c02a859df7a3f893cf6ec3eb1f3e1bdd6b6f3065
23692,3cffdcdc03294b3712ad65df7d9701a655b4b735
23759,b5bb5b4df58032a1c72f2110fcd0c2e30c86b29d
23788,700c3f0cdd497ed53b3f0244ab11fb548615835a
23812,c89deba92634cfa0a7d2e1b696b82d67f5282cd5
23822,e3e9de8f712b435cdbe4e767ac2c414f585400f1
23845,16cd9a19b5a433919b3cf86073670369e8d2e4f8
23931,7ec12bb04cc91eeb52f5bef8833aa7d51ee9310a
23946,b5ff5cffd4595f615009be55211c8b94d5afbcee
23975,7c8338a3cec437b18cd74e66d9e3c99f426f3d13
24052,5424fc827e23610ac5378b63b33a1fc1156bc40c
24103,b2c691f928853b63498a125228a23f1879e1b9ae
24111,8207221df7894bb773bbe9814a4a8ef81b57acca
24222,e07a79f2d3e0db17991f6eb8d5a3314e22795748
24264,1a0ce538dfdb66bc665964473297990b17b4f710
24290,e697f7b095a4f7cd83f00575741cf5d1a1850b37
24317,faaa026f32172ae9b0ca52136787cc61fd4c4250
24331,86d0a8774e5eacc50cea329c54abeb73555d2f75
24391,4e8a2e741cbd0f0c8e7e434e7c157a64eb00f3b2
24451,3d69d90b1a57f7e7dd6dd0396a5a2b02a0692b99
24472,8b5fe07fc882a8f77e06a4dd61d3b199db2be6c1
24539,c537e1cbea96fc7a8a1f9ec3e07d751b5c933e1f
24554,037167e01a2b265b8ee59694db943f9556876be2
24568,69b7cacb67e4ab7aa9773b1e5010cc0fd98cc08f
24699,30626f761ab5f65deb7b61deda811d174e407273
24760,05ac75293decb5e1442dcf670556d099baf6639a
